,construct_year,number_of_room,size_metre,Elevator,Parking,Cage,Balcon,main_neighbourhood,price_perMetre_Tooman,floor
32170,۱۴۰۱,۴,۳۳۰,1,1,1,0,نیاوران,۲۲۹٬۰۹۰٬۰۰۰ ,۶
32171,۱۴۰۰,۳,۱۱۳,1,1,1,0,سهروردی,۷۹٬۶۴۶٬۰۰۰ ,۱
32172,۱۴۰۱,۲,۱۰۵,1,1,1,0,قیطریه,۱۰۹٬۵۲۳٬۰۰۰ ,۲
32173,۱۳۹۹,۳,۱۶۰,1,1,1,0,سعادت‌آباد,۱۲۵٬۰۰۰٬۰۰۰ ,۲
32174,۱۳۸۵,۲,۹۵,1,1,1,0,جنت‌آباد جنوبی,۶۶٬۸۴۲٬۰۰۰ ,۲
32175,۱۴۰۰,۲,۱۰۸,1,1,1,0,هروی,۱۱۰٬۱۸۵٬۰۰۰ ,۹
32176,۱۳۹۷,۱,۵۱,0,1,1,0,اندیشه (شهر زیبا),۲۹٬۴۱۱٬۰۰۰ ,۱
32177,۱۴۰۱,۳,۱۷۵,1,1,1,0,جنت‌آباد جنوبی,۸۱٬۱۴۲٬۰۰۰ ,۲
32178,۱۳۹۲,۲,۱۰۰,1,0,0,0,دولت‌آباد، میدان دوم دولت آباد (خیابان برادران اردستانی),۵۵٬۰۰۰٬۰۰۰ ,۱
32179,۱۴۰۱,۳,۱۲۱,1,1,1,0,جنت‌آباد جنوبی,۹۲٬۹۵۰٬۰۰۰ ,۲
32180,۱۴۰۱,۱,۶۲,1,1,1,0,وردآورد,۴۰٬۰۰۰٬۰۰۰ ,۱
32181,۱۴۰۰,۲,۱۲۸,1,1,0,0,دیلمان، شهرری میدان نماز,۵۵٬۴۶۸٬۰۰۰ ,۴
32182,۱۳۸۰,۲,۷۳,0,1,1,0,شهرک راه‌آهن,۴۷٬۹۴۵٬۰۰۰ ,۴
32183,۱۴۰۱,۳,۲۵۰,1,1,1,0,فرمانیه,۱۵۲٬۰۰۰٬۰۰۰ ,۲
32184,۱۴۰۱,۳,۱۲۴,1,1,1,0,دیلمان,۵۳٬۰۰۰٬۰۰۰ ,۴
32185,۱۳۸۴,۲,۷۱,0,1,1,0,مرزداران,۶۹٬۰۱۴٬۰۰۰ ,۱
32186,۱۳۸۵,۲,۷۳,0,0,1,0,تهرانپارس غربی,۵۰٬۶۸۴٬۰۰۰ ,۱
32187,۱۳۹۱,۱,۶۱,1,1,1,0,طرشت، میدان مجتهدی (سما) (بلوار صالحی),۵۹٬۰۱۶٬۰۰۰ ,۱
32188,۱۳۸۷,۳,۱۰۵,0,1,1,0,مرزداران,۵۴٬۲۸۵٬۰۰۰ ,۴
32189,۱۳۸۴,۲,۶۴,0,0,0,0,خانی‌آباد نو,۲۷٬۱۸۷٬۰۰۰ ,۴
32190,۱۴۰۱,۲,۱۰۰,1,1,1,0,گیشا (کوی نصر),۱۲۰٬۰۰۰٬۰۰۰ ,۴
32191,۱۳۸۰,۳,۱۰۳,1,1,1,0,سیدخندان,۷۲٬۳۳۰٬۰۰۰ ,۱
32192,۱۳۹۴,۱,۶۰,1,1,0,0,قیطریه,۱۱۵٬۰۰۰٬۰۰۰ ,۳
32193,۱۳۸۲,۲,۱۲۳,1,1,1,0,سازمان آب,۵۸٬۹۴۳٬۰۰۰ ,۴
32194,۱۴۰۰,۲,۱۱۸,1,1,1,0,جردن,۱۰۱٬۶۹۴٬۰۰۰ ,۵
32195,۱۴۰۰,۳,۱۵۵,1,1,1,0,چیذر,۱۰۰٬۰۰۰٬۰۰۰ ,۲
32196,۱۴۰۱,۲,۱۲۷,1,1,1,0,سرو آزاد,۳۳٬۸۵۸٬۰۰۰ ,۹
32197,۱۳۸۹,۲,۶۳,1,0,1,0,لویزان,۵۵٬۵۵۵٬۰۰۰ ,۱
32198,۱۴۰۱,+۴,۸۸۰,0,1,1,1,شهرک راه‌آهن,۸۵٬۰۰۰٬۰۰۰٬۰۰۰ ,اس
32199,۱۳۸۴,۲,۱۳۶,1,1,1,0,قلهک,۸۰٬۸۸۲٬۰۰۰ ,۳
32200,۱۳۸۵,۲,۱۱۰,1,1,1,0,دروس,۱۰۰٬۰۰۰٬۰۰۰ ,۲
32201,۱۳۸۴,۲,۱۲۰,1,1,1,0,قلهک,۸۷٬۳۳۳٬۰۰۰ ,۴
32202,۱۳۹۰,۲,۱۱۲,0,1,1,0,دهکده المپیک,۵۱٬۷۸۵٬۰۰۰ ,۳
32203,۱۳۸۳,۱,۶۲,0,0,1,0,جوادیه,۳۰۶٬۴۵۱٬۰۰۰ ,۱
32204,۱۳۸۶,۳,۱۳۰,1,1,1,0,لویزان,۶۵٬۰۰۰٬۰۰۰ ,۶
32205,۱۳۸۸,۲,۱۲۸,1,1,1,0,سعادت‌آباد، خیابان محمدعلی کشاورز (بیست و چهار متری سعادت آباد),۹۴٬۵۳۱٬۰۰۰ ,۴
32206,۱۳۹۸,۲,۱۰۰,1,1,1,0,امیرآباد,۸۶٬۵۰۰٬۰۰۰ ,۱
32207,۱۴۰۱,۲,۸۸,1,1,1,0,پونک,۷۷٬۲۷۲٬۰۰۰ ,۴
32208,۱۴۰۱,۱,۳۵,1,0,1,0,سلسبیل,۶۷٬۱۴۲٬۰۰۰ ,۲
32209,۱۳۸۳,۲,۸۵,1,1,1,0,کوی مهران,۶۴٬۷۰۵٬۰۰۰ ,۴
32210,۱۳۸۶,۲,۹۰,1,1,1,0,جنت‌آباد جنوبی,۷۰٬۰۰۰٬۰۰۰ ,۲
32211,۱۴۰۰,۳,۱۴۷,1,1,1,0,مجیدیه,۷۲٬۰۰۰٬۰۰۰ ,۱
32212,۱۴۰۰,۳,۱۱۸,1,1,1,0,جنت‌آباد جنوبی,۸۰٬۵۰۸٬۰۰۰ ,۴
32213,۱۳۷۲,۲,۱۰۸,0,1,1,0,تهرانپارس غربی,۵۹٬۱۶۶٬۰۰۰ ,۱
32214,۱۳۹۸,۳,۱۶۴,1,1,1,0,جردن,۸۹٬۰۲۴٬۰۰۰ ,۴
32215,۱۴۰۱,۲,۱۳۰,1,1,1,0,مجیدآباد,۵۰٬۰۰۰٬۰۰۰ ,۱
32216,۱۴۰۱,+۴,۳۰۰,0,1,1,1,تهرانپارس غربی,۷٬۵۰۰٬۰۰۰٬۰۰۰ ,اص
32217,۱۳۹۵,۲,۱۰۴,1,1,1,0,طرشت,۵۱٬۹۲۳٬۰۰۰ ,۴
32218,۱۴۰۱,۳,۱۳۵,1,1,1,0,پونک,۷۷٬۷۷۷٬۰۰۰ ,۸
32219,۱۴۰۱,۲,۷۷,1,1,0,0,پیروزی,۵۷٬۱۴۲٬۰۰۰ ,۴
32220,۱۴۰۱,۲,۹۵,1,1,1,0,بهار، خیابان دکتر شریعتی,۷۰٬۰۰۰٬۰۰۰ ,۲
32221,۱۳۸۵,۲,۷۸,1,0,1,0,نواب,۲۸٬۸۴۶٬۰۰۰ ,۹
32222,۱۳۹۶,۳,۱۳۴,1,1,1,0,جنت‌آباد جنوبی,۷۹٬۸۵۰٬۰۰۰ ,۲
32223,۱۴۰۱,۳,۱۲۵,1,1,1,0,جنت‌آباد جنوبی,۸۸٬۰۰۰٬۰۰۰ ,۲
32224,۱۴۰۱,۳,۱۳۵,1,1,1,0,پرستار,۶۸٬۱۴۸٬۰۰۰ ,۴
32225,۱۳۹۹,۳,۱۱۰,1,1,1,0,پیروزی,۶۰٬۹۰۹٬۰۰۰ ,۱
32226,۱۳۹۲,۱,۶۰,1,1,1,0,صادقیه,۶۰٬۰۰۰٬۰۰۰ ,۱
32227,۱۳۸۲,۲,۶۳,0,1,1,0,مرزداران,۵۶٬۳۴۹٬۰۰۰ ,۴
32228,۱۴۰۱,۳,۱۵۰,1,1,1,0,ظفر,۹۰٬۰۰۰٬۰۰۰ ,۳
32229,۱۴۰۱,۲,۱۰۰,1,1,1,0,ظفر,۹۰٬۰۰۰٬۰۰۰ ,۴
32230,۱۳۹۹,۳,۱۳۰,1,1,1,0,میرداماد,۱۰۰٬۰۰۰٬۰۰۰ ,۱
32231,۱۴۰۱,۴,۳۲۰,1,1,1,0,نیاوران,۱۵۰٬۰۰۰٬۰۰۰ ,۴
32232,۱۴۰۰,۳,۲۰۰,1,1,1,0,اقدسیه,۲۰۰٬۰۰۰٬۰۰۰ ,۳
32233,۱۳۸۲,۲,۷۶,0,1,1,0,باغ فیض,۵۹٬۲۱۰٬۰۰۰ ,۲
32234,۱۳۹۴,۱,۶۱,1,0,0,0,استاد معین، خیابان بیست و یک متری جی (خ. بیست و یک متری جی),۴۲٬۲۹۵٬۰۰۰ ,۱
32235,۱۳۹۰,۲,۶۹,1,1,1,0,آبشار تهران، بلوار هاشم زاده شمالی (بزرگراه خرازی),۵۴٬۴۹۲٬۰۰۰ ,۹
32236,۱۳۸۵,۳,۲۱۰,1,1,1,0,قبا، خیابان قُبا (قبا) (خ. دکتر شریعتی),۷۳٬۰۹۵٬۰۰۰ ,۲
32237,۱۳۷۵,۳,۱۴۱,0,1,1,0,قیطریه,۹۹٬۲۹۰٬۰۰۰ ,۱
32238,۱۳۹۵,۲,۸۰,1,1,1,0,کوی فردوس,۷۰٬۰۰۰٬۰۰۰ ,۱
32239,۱۳۹۰,۱,۶۰,0,1,1,0,پونک,۸۰٬۰۰۰٬۰۰۰ ,۲
32240,۱۳۸۵,۳,۱۶۵,1,1,1,0,الهیه,۱۰۰٬۰۰۰٬۰۰۰ ,۱
32241,۱۳۹۲,۲,۱۴۰,1,1,1,0,الهیه، خیابان جلیل شهنار (تختی),۱۵۰٬۰۰۰٬۰۰۰ ,۵
32242,۱۳۷۱,۲,۱۳۵,0,1,1,0,الهیه، کوچه بوسنی و هرزه گوین (خ. شهید فیاضی),۱۱۸٬۵۱۸٬۰۰۰ ,۲
32243,۱۳۸۶,۲,۶۶,1,1,1,0,جنت‌آباد جنوبی,۵۹٬۰۹۰٬۰۰۰ ,۱
32244,۱۳۹۹,۲,۱۰۰,1,1,0,0,خواجه نظام الملک,۴۴٬۵۰۰٬۰۰۰ ,۳
32245,۱۳۸۷,۱,۶۰,1,1,1,0,شهران جنوبی,۷۱٬۶۶۶٬۰۰۰ ,۲
32246,۱۴۰۱,۲,۱۰۰,1,1,1,0,شهران شمالی,۸۵٬۰۰۰٬۰۰۰ ,۴
32247,۱۳۹۵,۲,۱۳۰,1,1,1,0,فرمانیه,۱۶۹٬۲۳۰٬۰۰۰ ,0
32248,۱۴۰۱,۲,۱۱۳,1,1,1,0,یوسف‌آباد,۹۹٬۱۱۵٬۰۰۰ ,۵
32249,۱۴۰۱,۳,۱۲۰,1,1,1,0,نارمک، میدان پنجاه و یکم (کوچه پنجاه و یکم),۱۲۵٬۰۰۰٬۰۰۰ ,۴
32250,۱۳۸۸,۲,۹۵,1,1,1,0,جنت‌آباد جنوبی,۷۵٬۷۸۹٬۰۰۰ ,۵
32251,۱۴۰۱,۳,۱۶۳,1,1,1,0,گیشا (کوی نصر),۱۱۰٬۴۲۹٬۰۰۰ ,۲
32252,۱۴۰۱,۲,۱۲۵,1,1,1,0,گیشا (کوی نصر),۱۲۰٬۰۰۰٬۰۰۰ ,۱
32253,۱۳۹۹,۳,۱۳۵,1,1,1,0,گیشا (کوی نصر),۱۲۵٬۹۲۵٬۰۰۰ ,۲
32254,۱۳۸۸,۲,۷۵,0,1,1,0,کوی فردوس,۶۴٬۰۰۰٬۰۰۰ ,0
32255,۱۳۹۹,۳,۱۲۵,1,1,1,0,نیلوفر,۸۴٬۴۰۰٬۰۰۰ ,۵
32256,۱۴۰۰,۱,۶۶,1,1,1,0,پونک,۷۵٬۰۰۰٬۰۰۰ ,۶
32257,۱۳۸۵,۲,۸۹,1,1,1,0,امیرآباد,۶۶٬۲۹۲٬۰۰۰ ,۱
32258,۱۳۸۴,۱,۵۵,1,1,1,0,جنت‌آباد جنوبی,۶۱٬۸۱۸٬۰۰۰ ,۲
32259,۱۳۹۰,۳,۱۹۵,1,1,1,0,الهیه,۱۳۸٬۴۶۱٬۰۰۰ ,۳
32260,۱۳۹۷,۳,۱۴۵,1,1,1,0,پاسداران,۱۲۷٬۵۸۶٬۰۰۰ ,۲
32261,۱۳۹۷,۳,۱۴۳,1,1,1,0,سعادت‌آباد,۱۵۰٬۳۴۹٬۰۰۰ ,۲
32262,۱۳۹۸,۲,۱۲۰,1,1,1,0,پاسداران، میدان فرخی یزدی (خیابان فرخی یزدی),۹۵٬۴۱۶٬۰۰۰ ,۲
32263,۱۳۹۴,۲,۱۸۰,1,1,1,0,الهیه,۱۱۶٬۱۱۱٬۰۰۰ ,0
32264,۱۳۹۴,۳,۱۳۵,1,1,1,0,دریاچه شهدای خلیج فارس,۵۷٬۷۷۷٬۰۰۰ ,۱۷
32265,۱۳۹۸,۳,۱۰۸,1,1,1,0,پیروزی,۳۷٬۷۷۷٬۰۰۰ ,۱
32266,1369,۳,۱۰۸,0,1,1,1,نبی اکرم(ص)، خیابان نبرد (کنارگذر پیروزی),۸٬۰۰۰٬۰۰۰٬۰۰۰ ,شخ
32267,۱۳۸۵,۲,۹۰,0,0,1,0,جنت‌آباد شمالی,۴۲٬۷۷۷٬۰۰۰ ,۳
32268,۱۳۸۶,۲,۶۳,0,1,1,0,نارمک,۶۱٬۱۱۱٬۰۰۰ ,۱
32269,۱۳۹۶,۱,۵۳,1,1,1,0,اندیشه (شهر زیبا),۲۹٬۸۱۱٬۰۰۰ ,۳
32270,۱۳۸۵,۳,۱۴۰,1,1,1,0,نیاوران,۱۰۸٬۵۷۱٬۰۰۰ ,۲
32271,۱۳۹۴,۳,۱۱۲,1,1,1,0,جنت‌آباد جنوبی,۶۸٬۳۰۳٬۰۰۰ ,۳
32272,۱۳۸۳,۳,۱۳۰,1,1,1,0,کوی فردوس,۴۷٬۶۹۲٬۰۰۰ ,۱
32273,۱۳۹۳,۱,۶۸,1,1,0,0,سهروردی,۸۵٬۲۹۴٬۰۰۰ ,۳
32274,۱۴۰۰,۱,۷۸,1,1,0,0,سبلان,۵۰٬۷۶۹٬۰۰۰ ,۲
32275,۱۴۰۱,۲,۱۲۰,1,1,1,0,اختیاریه,۱۰۶٬۶۶۶٬۰۰۰ ,۲
32276,۱۳۸۴,۲,۹۶,1,1,1,0,سعادت‌آباد,۸۱٬۱۴۵٬۰۰۰ ,۲
32277,۱۴۰۱,۳,۱۶۵,1,1,1,0,میرداماد,۱۵۱٬۵۱۵٬۰۰۰ ,۴
32278,۱۳۹۰,۲,۹۰,1,1,1,0,طرشت,۵۹٬۴۴۴٬۰۰۰ ,۱
32279,۱۴۰۱,۳,۱۱۷,1,1,1,0,طرشت,۶۵٬۳۸۴٬۰۰۰ ,۱
32280,۱۳۹۴,۲,۷۲,1,1,1,0,دانشگاه شریف,۶۷٬۳۶۱٬۰۰۰ ,۴
32281,۱۳۹۵,۲,۱۰۷,1,1,1,0,دانشگاه شریف,۶۱٬۲۱۴٬۰۰۰ ,۵
32282,۱۳۹۲,۲,۹۴,1,1,1,0,نیاوران,۱۱۱٬۷۰۲٬۰۰۰ ,۱
32283,۱۳۷۸,۲,۱۰۲,0,0,1,0,شهرک دانشگاه تهران,۲۸٬۴۳۱٬۰۰۰ ,۲
32284,۱۳۸۶,۲,۱۰۸,1,1,1,0,پونک، بلوار فلاح زاده (همیلا) (بلوار میرزابابایی),۸۳٬۳۳۳٬۰۰۰ ,۳
32285,۱۴۰۱,۲,۸۰,1,1,1,0,استاد معین، خیابان دامپزشکی (ب. آیت الله سعیدی),۴۹٬۸۷۵٬۰۰۰ ,۵
32286,۱۴۰۰,۲,۸۸,1,1,1,0,دبستان,۷۲٬۷۲۷٬۰۰۰ ,۳
32287,۱۳۹۹,۳,۱۵۳,1,1,1,0,سعادت‌آباد,۱۳۵٬۹۴۷٬۰۰۰ ,۱
32288,۱۳۹۳,۲,۱۱۶,1,1,1,0,محمودیه، خیابان محمودیه (خ. ولیعصر),۱۲۰٬۶۸۹٬۰۰۰ ,۱
32289,۱۴۰۱,۴,۲۳۰,1,1,1,0,چیتگر,۵۷٬۸۲۶٬۰۰۰ ,۳۰
32290,۱۳۹۹,۲,۸۳,1,1,1,0,شهران جنوبی,۸۰٬۰۰۰٬۰۰۰ ,۳
32291,۱۳۸۱,۱,۵۰,0,0,1,0,اوقاف,۴۴٬۰۰۰٬۰۰۰ ,۱
32292,۱۴۰۱,۲,۱۰۶,1,1,1,0,حکیمیه,۵۴٬۴۳۳٬۰۰۰ ,۱۲
32293,۱۴۰۱,۲,۱۰۶,1,1,1,0,حکیمیه,۴۵٬۰۰۰٬۰۰۰ ,۲
32294,۱۳۹۶,۴,۲۷۷,1,1,1,0,ظفر,۸۹٬۸۹۱٬۰۰۰ ,۱
32295,۱۴۰۱,۳,۲۱۰,1,1,1,0,فرمانیه,۲۱۹٬۰۴۷٬۰۰۰ ,۸
32296,۱۳۸۴,۲,۹۵,1,0,1,0,جنت‌آباد جنوبی، بلوار پژوهنده (بزرگراه همت),۶۳٬۱۵۷٬۰۰۰ ,۳
32297,۱۴۰۰,۳,۲۰۵,1,1,1,0,نیاوران,۲۰۰٬۰۰۰٬۰۰۰ ,۴
32298,۱۴۰۱,۲,۱۱۰,1,1,1,0,سرو آزاد,۳۹٬۵۴۵٬۰۰۰ ,۱۶
32299,۱۳۹۹,۲,۱۰۷,1,1,1,0,دریاچه شهدای خلیج فارس,۵۱٬۴۰۱٬۰۰۰ ,۱۱
32300,۱۴۰۱,۴,۲۷۵,1,1,1,0,سعادت‌آباد,۲۱۰٬۹۰۹٬۰۰۰ ,۳
32301,۱۳۸۳,۳,۱۵۲,1,1,1,0,سعادت‌آباد,۱۰۱٬۹۷۳٬۰۰۰ ,۱
32302,۱۳۹۸,۳,۱۵۵,1,1,1,0,سعادت‌آباد,۱۱۲٬۹۰۳٬۰۰۰ ,۵
32303,۱۳۸۵,۳,۱۵۰,1,1,1,0,سعادت‌آباد,۱۱۰٬۰۰۰٬۰۰۰ ,۱
32304,۱۴۰۱,۳,۱۳۴,1,1,1,0,شهرک غرب,۱۳۵٬۸۲۰٬۰۰۰ ,۲
32305,۱۳۹۱,۲,۷۰,1,1,1,0,شاهین,۶۶٬۴۲۸٬۰۰۰ ,۳
32306,۱۳۸۲,+۴,۱۳۰,0,0,1,1,خلیج فارس، کوچه شجاعی (خ. ولیعصر),۳٬۳۸۰٬۰۰۰٬۰۰۰ ,شخ
32307,۱۳۸۲,۲,۱۱۶,0,1,1,1,سعادت‌آباد,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ ,شخ
32308,۱۳۹۷,۳,۲۳۰,1,1,1,0,اراج، خیابان هاشم ازگلی (کنارگذر ارتش),۱۲۱٬۷۳۹٬۰۰۰ ,۴
32309,۱۴۰۱,۲,۱۰۵,1,1,1,0,نیاوران,۲۱۰٬۰۰۰٬۰۰۰ ,۶
32310,۱۳۹۲,۲,۱۰۱,1,1,1,0,پیروزی,۵۰٬۴۹۵٬۰۰۰ ,۴
32311,۱۳۸۴,۳,۱۲۸,1,1,1,0,سعادت‌آباد,۹۳٬۷۵۰٬۰۰۰ ,۱
32312,۱۳۸۴,۳,۱۲۵,0,1,1,0,شهرک غرب,۷۲٬۰۰۰٬۰۰۰ ,۲
32313,۱۴۰۱,۳,۱۴۶,1,1,1,0,دهکده المپیک,۵۰٬۶۸۴٬۰۰۰ ,۴
32314,۱۴۰۱,۴,۴۰۵,1,1,1,0,ولنجک,۲۲۹٬۶۲۹٬۰۰۰ ,۶
32315,۱۳۹۴,۱,۶۰,1,1,1,0,دارآباد، خیابان سبک رو (خ. پور‌ابتهاج),۶۶٬۶۶۶٬۰۰۰ ,0
32316,۱۴۰۱,۳,۲۷۰,1,1,1,0,الهیه، کوچه تقوی شیرازی (کوچه لسانی),۲۲۲٬۲۲۲٬۰۰۰ ,۵
32317,۱۳۷۹,۱,۶۵,0,0,1,0,سلیمانی، خیابان قزوین (بزرگراه آیت الله سعیدی),۲۴٬۹۲۳٬۰۰۰ ,۴
32318,۱۳۸۴,۱,۵۲,0,0,1,0,گمرک,۲۲٬۱۱۵٬۰۰۰ ,۲
32319,۱۴۰۱,۲,۸۲,1,1,1,0,جوادیه تهرانپارس,۴۳٬۹۰۲٬۰۰۰ ,۳
32320,۱۴۰۰,۳,۱۰۰,1,1,1,0,آبشار تهران,۱۷٬۵۰۰٬۰۰۰ ,۹
32321,۱۳۹۲,۳,۱۸۵,1,1,1,0,ونک,۸۶٬۴۸۶٬۰۰۰ ,۵
32322,۱۳۹۰,۲,۹۹,1,1,1,0,کوی فردوس,۶۵٬۶۵۶٬۰۰۰ ,۲
32323,۱۴۰۰,۳,۱۸۵,1,1,1,0,مرزداران,۹۴٬۵۹۴٬۰۰۰ ,۳
32324,۱۳۸۳,۲,۷۵,0,1,1,0,نارمک,۵۷٬۳۳۳٬۰۰۰ ,۱
32325,۱۳۸۲,۱,۴۱,0,0,1,0,اسکندری,۳۳٬۶۳۴٬۰۰۰ ,۱
32326,۱۳۸۹,۲,۱۲۳,1,1,1,0,الهیه,۱۳۵٬۷۷۲٬۰۰۰ ,۴
32327,۱۳۸۵,۲,۷۵,0,1,1,0,دهکده المپیک,۵۴٬۰۰۰٬۰۰۰ ,۱
32328,۱۳۸۰,۱,۴۳,0,1,1,0,بریانک,۳۷٬۲۰۹٬۰۰۰ ,۱
32329,۱۳۹۸,۳,۱۳۵,1,1,1,0,سعادت‌آباد,۱۲۴٬۸۱۴٬۰۰۰ ,۲
32330,۱۴۰۰,۳,۱۶۰,1,1,1,0,سعادت‌آباد,۱۲۶٬۲۵۰٬۰۰۰ ,۴
32331,۱۳۹۹,۳,۱۵۵,1,1,1,0,سعادت‌آباد,۱۲۱٬۶۱۲٬۰۰۰ ,۵
32332,۱۳۹۶,۲,۱۱۵,1,1,1,0,نیاوران,۱۲۱٬۷۳۹٬۰۰۰ ,۱
32333,۱۳۸۳,۱,۵۳,0,0,1,0,بریانک,۳۲٬۰۷۵٬۰۰۰ ,0
32334,۱۴۰۰,۲,۱۱۰,1,1,1,0,مرزداران، کوچه هما جنوبی,۱۲۲٬۷۲۷٬۰۰۰ ,۸
32335,۱۴۰۱,+۴,۵۷۰,1,1,1,0,اقدسیه,۳۸۵٬۹۶۴٬۰۰۰ ,۵
32336,۱۳۹۵,۳,۲۰۰,1,1,1,0,کوهک,۸۴٬۰۰۰٬۰۰۰ ,۱
32337,۱۴۰۱,۲,۱۲۵,1,1,1,0,شهران شمالی,۵۷٬۶۰۰٬۰۰۰ ,۴
32338,۱۳۸۶,۱,۴۵,0,0,1,0,بریانک,۳۴٬۴۴۴٬۰۰۰ ,۲
32339,۱۳۸۶,۱,۵۵,1,1,1,0,شهر زیبا,۶۰٬۹۰۹٬۰۰۰ ,۴
32340,۱۴۰۱,۴,۱۰۰۰,0,1,1,1,شهرک غرب,۲۱۰٬۰۰۰٬۰۰۰٬۰۰۰ ,مش
32341,۱۳۸۶,۱,۵۰,0,0,1,0,جیحون,۳۵٬۰۰۰٬۰۰۰ ,۱
32342,۱۳۸۵,۱,۵۱,0,0,0,0,جیحون,۳۴٬۳۱۳٬۰۰۰ ,۲
32343,۱۳۷۶,۱,۵۳,0,1,1,0,سلسبیل,۳۶٬۷۹۲٬۰۰۰ ,۲
32344,۱۳۸۵,۲,۷۲,0,0,1,0,جیحون,۲۹٬۱۵۲٬۰۰۰ ,۲
32345,۱۴۰۱,۱,۵۲,1,1,1,0,پونک,۸۵٬۰۰۰٬۰۰۰ ,۵
32346,۱۳۹۰,۲,۱۰۰,1,1,1,0,دریاچه شهدای خلیج فارس,۶۰٬۰۰۰٬۰۰۰ ,۶
32347,۱۳۹۶,۲,۸۶,1,1,1,0,سازمان آب,۶۷٬۴۴۱٬۰۰۰ ,۴
32348,۱۳۸۱,۳,۱۵۶,0,1,1,0,هروی,۶۰٬۲۵۶٬۰۰۰ ,۴
32349,۱۳۸۵,۳,۱۶۲,1,1,1,0,ظفر,۷۳٬۴۵۶٬۰۰۰ ,۳
32350,۱۳۹۶,۳,۱۳۲,1,1,0,0,اقدسیه,۹۳٬۵۶۰٬۰۰۰ ,۱
32351,۱۴۰۰,۲,۱۰۵,1,1,1,0,دریان‌نو,۶۶٬۱۹۰٬۰۰۰ ,۲
32352,۱۳۹۱,۲,۵۸,0,1,1,0,زنجان,۵۲٬۵۸۶٬۰۰۰ ,۱
32353,۱۳۹۴,۳,۱۲۹,1,1,1,0,هروی,۸۶٬۸۲۱٬۰۰۰ ,۳
32354,۱۳۷۸,۲,۸۵,0,0,1,0,تهران‌نو,۳۸٬۸۲۳٬۰۰۰ ,۱
32355,۱۳۹۹,۳,۱۳۲,1,1,1,0,باغ فیض,۷۰٬۰۰۰٬۰۰۰ ,۱۱
32356,۱۳۹۵,۲,۶۴,1,1,1,0,استاد معین,۴۲٬۱۸۷٬۰۰۰ ,۲
32357,۱۴۰۱,۳,۱۸۳,1,1,1,0,گیشا (کوی نصر),۱۱۴٬۷۵۴٬۰۰۰ ,۲
32358,۱۳۹۸,۳,۱۵۷,1,1,1,0,گیشا (کوی نصر),۹۲٬۳۵۶٬۰۰۰ ,۱
32359,۱۴۰۱,۳,۱۴۰,1,1,1,0,هروی، خیابان پاسداران,۱۰۰٬۰۰۰٬۰۰۰ ,۲
32360,۱۴۰۱,۱,۶۵,1,1,1,0,یوسف‌آباد، خیابان جهان‌آرا,۱۰۰٬۰۰۰٬۰۰۰ ,۵
32361,۱۳۸۸,۲,۱۱۰,1,1,1,0,کوی مهران,۶۸٬۱۸۱٬۰۰۰ ,۱
32362,۱۴۰۱,۳,۱۳۵,1,1,1,0,پونک,۱۰۰٬۰۰۰٬۰۰۰ ,۴
32363,۱۳۸۳,۲,۷۸,0,1,1,0,کوی فردوس,۵۱٬۲۸۲٬۰۰۰ ,۳
32364,۱۳۹۰,۳,۱۵۴,1,1,1,0,قیطریه,۹۴٬۱۵۵٬۰۰۰ ,۴
32365,۱۴۰۰,۲,۸۲,1,1,1,0,شهر زیبا,۷۰٬۰۰۰٬۰۰۰ ,۳
32366,۱۳۷۹,۱,۴۲,0,1,1,0,تهران‌نو,۴۷٬۶۱۹٬۰۰۰ ,۳
32367,۱۴۰۱,۲,۱۲۷,1,1,1,0,ولنجک,۱۳۹٬۵۰۳٬۰۰۰ ,۱
32368,۱۳۸۱,۲,۷۶,0,1,1,0,تهران‌نو,۴۶٬۹۷۳٬۰۰۰ ,۲
32369,۱۴۰۱,۲,۱۰۸,1,1,1,0,قیطریه,۱۲۰٬۳۷۰٬۰۰۰ ,۱
32370,۱۳۹۴,۲,۱۰۰,1,1,1,0,کوی فردوس,۶۶٬۰۰۰٬۰۰۰ ,۳
32371,۱۳۸۲,۲,۷۳,0,1,1,0,سازمان برنامه,۶۵٬۷۵۳٬۰۰۰ ,۱
32372,۱۳۸۹,۱,۶۴,0,0,1,0,سنگلج,۲۳٬۴۳۷٬۰۰۰ ,۲
32373,۱۳۹۶,۲,۱۱۵,1,1,1,0,کوهک,۶۴٬۳۴۷٬۰۰۰ ,۴
32374,۱۳۸۶,۲,۸۵,1,0,0,0,نازی‌آباد,۲۹٬۴۱۱٬۰۰۰ ,۴
32375,۱۳۷۵,۱,۵۶,0,0,1,0,بریانک,۳۱٬۱۶۰٬۰۰۰ ,0
32376,۱۴۰۱,۲,۱۰۵,1,1,1,0,تهران‌سر,۵۲٬۰۰۰٬۰۰۰ ,۲
32377,۱۳۹۸,۲,۱۱۴,1,1,1,0,تهران‌سر,۵۲٬۰۱۷٬۰۰۰ ,۱
32378,۱۳۸۷,۱,۵۳,1,1,0,0,جیحون,۴۵٬۴۷۱٬۰۰۰ ,۱
32379,۱۳۹۹,۲,۹۶,1,1,1,0,شادمهر,۵۵٬۲۰۸٬۰۰۰ ,۱
