,construct_year,number_of_room,size_metre,Elevator,Parking,Cage,Balcon,main_neighbourhood,price_perMetre_Tooman,floor
1031,۱۳۸۶,۳,۱۵۸,1,1,1,0,قلهک,۷۵٬۰۰۰٬۰۰۰ ,۲
1032,۱۳۹۲,۲,۱۱۲,1,1,1,0,ستارخان,۵۵٬۰۰۰٬۰۰۰ ,۳
1033,۱۳۹۴,۲,۸۵,1,1,1,0,جنت‌آباد مرکزی,۶۹٬۴۱۱٬۰۰۰ ,۵
1034,۱۳۷۳,۲,۷۸,0,0,1,0,آهنگ، خیابان گلشناس (خیابان میرهاشمی),۴۱٬۰۲۵٬۰۰۰ ,۱
1035,۱۳۹۳,۱,۷۱,1,1,0,0,شمس‌آباد,۶۱٬۹۷۱٬۰۰۰ ,۵
1036,۱۳۹۶,۳,۳۱۰,1,1,1,0,نیاوران,۱۱۷٬۷۴۱٬۰۰۰ ,۶
1037,۱۳۸۰,۲,۷۲,1,1,1,0,ستارخان، میدان دریان نو (خیابان چهارم),۶۱٬۱۱۱٬۰۰۰ ,۲
1038,۱۳۹۵,۱,۴۸,1,1,1,0,اتابک,۳۰٬۰۰۰٬۰۰۰ ,۲
1039,۱۳۹۴,۲,۷۲,0,1,1,0,پرستار,۴۵٬۸۳۳٬۰۰۰ ,۳
1040,۱۴۰۱,۲,۶۵,1,1,1,0,افسریه,۵۰٬۷۶۹٬۰۰۰ ,۲
1041,۱۳۹۹,۳,۱۳۵,1,1,1,0,پاسداران,۹۴٬۸۱۴٬۰۰۰ ,۴
1042,۱۴۰۰,۴,۲۲۰,1,1,1,0,دریاچه شهدای خلیج فارس، خیابان جوزانی غربی (خیابان طبیعت),۶۳٬۰۰۰٬۰۰۰ ,۱۴
1043,۱۴۰۱,۲,۱۰۱,1,1,1,0,وردآورد,۲۴٬۷۵۲٬۰۰۰ ,۶
1044,۱۳۹۱,۲,۸۰,1,1,1,0,سازمان آب,۷۷٬۵۰۰٬۰۰۰ ,۵
1045,۱۳۹۵,۲,۸۵,1,1,1,0,پونک,۹۰٬۵۸۸٬۰۰۰ ,۴
1046,۱۳۸۵,۴,۲۵۰,1,1,1,0,جردن,۸۶٬۰۰۰٬۰۰۰ ,۶
1047,۱۳۸۵,۲,۵۹,1,1,1,0,کوی فردوس,۷۰٬۵۰۸٬۰۰۰ ,۴
1048,۱۴۰۰,۳,۱۴۲,1,1,1,0,جنت‌آباد مرکزی,۶۴٬۷۸۸٬۰۰۰ ,۲
1049,۱۳۸۵,۲,۱۱۳,1,1,1,0,سعادت‌آباد,۸۸٬۴۹۵٬۰۰۰ ,۲
1050,۱۳۸۲,۲,۷۵,0,1,1,0,قلهک,۶۸٬۰۰۰٬۰۰۰ ,۳
1051,۱۴۰۰,۳,۱۹۰,1,1,1,0,فرمانیه,۱۹۴٬۷۳۶٬۰۰۰ ,۴
1052,۱۴۰۱,۲,۹۰,1,1,1,0,چیتگر,۱۰٬۰۰۰٬۰۰۰ ,۱۰
1053,۱۴۰۱,۲,۱۲۰,1,1,1,0,اقدسیه,۱۳۵٬۰۰۰٬۰۰۰ ,۷
1054,۱۳۸۳,۱,۴۰,0,0,1,0,نواب، خیابان خرمشهر (خ. کمیل),۲۹٬۷۵۰٬۰۰۰ ,۳
1055,۱۳۹۸,۱,۵۵,1,1,1,0,جیحون,۴۶٬۳۶۳٬۰۰۰ ,۵
1056,۱۴۰۱,۳,۱۲۵,1,1,1,0,جنت‌آباد مرکزی، بلوار بعثت (بلوار جنت آباد مرکزی),۸۶٬۴۰۰٬۰۰۰ ,۲
1057,۱۴۰۱,۳,۱۲۰,1,1,1,0,چیتگر,۱۰٬۴۱۶٬۰۰۰ ,۲۵
1058,۱۴۰۱,۳,۱۳۰,1,1,1,0,دریاچه شهدای خلیج فارس,۱۷٬۵۰۰٬۰۰۰ ,۸
1059,۱۴۰۱,۳,۱۳۰,1,1,1,0,چیتگر,۱۷٬۵۰۰٬۰۰۰ ,۸
1060,1369,۴,۳۰۰,0,1,1,1,شهرک غرب,۶۵٬۰۰۰٬۰۰۰٬۰۰۰ ,گر
1061,۱۳۸۰,۲,۱۲۷,0,1,1,0,ولنجک,۱۴۸٬۸۱۸٬۰۰۰ ,۲
1062,۱۳۸۵,۲,۹۹,1,1,1,0,جیحون,۴۸٬۹۸۹٬۰۰۰ ,۱
1063,۱۴۰۰,+۴,۱۱۰۰,0,1,1,1,شهرک غرب,۲۵۰٬۰۰۰٬۰۰۰٬۰۰۰ ,گر
1064,۱۳۷۱,۴,۲۲۷,0,0,1,0,سیدخندان,۴۹٬۳۳۹٬۰۰۰ ,۱
1065,۱۳۸۳,۲,۷۰,0,1,1,0,تهران‌سر,۴۵٬۰۰۰٬۰۰۰ ,۱
1066,۱۳۸۴,۱,۶۳,0,0,1,0,جنت‌آباد شمالی,۵۰٬۷۹۳٬۰۰۰ ,۳
1067,۱۳۸۷,۳,۱۷۰,1,1,1,0,سعادت‌آباد,۹۸٬۲۳۵٬۰۰۰ ,۱
1068,۱۳۹۴,۲,۹۳,1,1,1,0,مرزداران,۷۶٬۳۴۴٬۰۰۰ ,۴
1069,۱۳۷۵,۳,۲۲۰,1,1,1,0,مرزداران,۴۰٬۹۰۹٬۰۰۰ ,۳
1070,۱۴۰۱,۲,۹۹,1,1,1,0,اباذر، بلوار اباذر (بزرگراه حکیم),۸۵٬۸۵۸٬۰۰۰ ,۱
1071,۱۴۰۱,۲,۱۱۴,1,1,1,0,میرداماد,۸۳٬۳۳۳٬۰۰۰ ,۱
1072,۱۳۹۹,۲,۱۰۰,1,1,1,0,حکیمیه,۵۶٬۰۰۰٬۰۰۰ ,۷
1073,۱۳۹۱,۲,۸۲,1,1,1,0,صادقیه,۷۰٬۱۲۱٬۰۰۰ ,۴
1074,۱۳۹۷,۳,۱۲۷,1,1,1,0,مجیدیه,۶۱٬۴۱۷٬۰۰۰ ,۲
1075,۱۴۰۱,۲,۹۵,1,1,1,0,شهرآرا,۸۴٬۱۰۵٬۰۰۰ ,۱
1076,۱۴۰۱,۲,۱۲۰,1,1,1,0,جنت‌آباد شمالی,۷۴٬۵۸۳٬۰۰۰ ,۳
1077,۱۳۹۱,۳,۱۹۰,1,1,1,0,نیاوران,۱۲۳٬۶۸۴٬۰۰۰ ,۲
1078,۱۳۹۱,۳,۲۰۵,1,1,1,0,نیاوران,۱۱۷٬۰۷۳٬۰۰۰ ,۹
1079,۱۳۸۰,۱,۳۶,0,1,1,0,جیحون,۴۰٬۲۷۷٬۰۰۰ ,۲
1080,۱۳۸۸,۲,۱۱۲,1,1,1,0,ولنجک، کوچه ساسان,۱۲۰٬۰۰۰٬۰۰۰ ,۲
1081,۱۴۰۰,۲,۱۰۰,1,1,1,0,قلهک,۱۲۵٬۰۰۰٬۰۰۰ ,۱
1082,۱۳۹۴,۲,۱۰۰,1,1,1,0,اباذر,۸۱٬۰۰۰٬۰۰۰ ,۴
1083,۱۳۹۲,۲,۹۴,1,1,1,0,شهرآرا، خیابان شانزده متری محمدی (خ. شهرآرا),۷۶٬۰۶۳٬۰۰۰ ,۲
1084,۱۳۷۱,+۴,۸۵۰,0,1,1,1,اختیاریه,۱۲۳٬۷۵۰٬۰۰۰٬۰۰۰ ,ام
1085,۱۴۰۱,۳,۱۳۰,1,1,1,0,سهروردی، خیابان ترکمنستان (خ. مطهری),۷۳٬۰۷۶٬۰۰۰ ,۴
1086,۱۴۰۱,۲,۱۳۰,1,1,1,0,جنت‌آباد مرکزی، بلوار مخبری (بلوار مخبری),۷۳٬۰۷۶٬۰۰۰ ,۳
1087,۱۳۹۱,۲,۷۰,0,1,1,0,تهران‌ویلا,۵۵٬۰۰۰٬۰۰۰ ,۴
1088,۱۴۰۱,۳,۲۰۰,1,1,1,0,سعادت‌آباد,۱۹۰٬۰۰۰٬۰۰۰ ,۵
1089,۱۳۸۰,۲,۱۵۷,0,1,1,0,جردن,۹۲٬۳۵۶٬۰۰۰ ,0
1090,۱۴۰۱,۲,۱۲۰,1,1,1,0,قیطریه,۱۲۰٬۰۰۰٬۰۰۰ ,۳
1091,۱۳۹۸,۳,۱۵۰,1,1,1,0,قیطریه,۱۱۳٬۳۳۳٬۰۰۰ ,۲
1092,۱۳۹۵,۲,۱۱۰,1,1,1,0,جردن,۱۲۲٬۷۲۷٬۰۰۰ ,۵
1093,۱۳۸۱,۲,۱۱۳,1,1,1,0,امیرآباد,۶۷٬۶۹۹٬۰۰۰ ,۲
1094,۱۳۸۱,۱,۴۸,0,1,1,0,امیریه,۳۵٬۸۳۳٬۰۰۰ ,۱
1095,۱۳۸۰,+۴,۸۱۲,0,1,1,1,شهرک غرب,۱۹۰٬۰۰۰٬۰۰۰٬۰۰۰ ,کل
1096,۱۳۹۲,۴,۵۴۰,1,1,1,0,زعفرانیه,۱۷۵٬۹۲۵٬۰۰۰ ,۵
1097,۱۳۸۰,۱,۴۴,0,1,1,0,جی,۴۰٬۹۰۹٬۰۰۰ ,۱
1098,۱۴۰۱,۳,۱۴۲,1,1,1,0,پونک,۹۴٬۳۶۶٬۰۰۰ ,۲
1099,۱۴۰۱,۳,۲۲۰,1,1,1,0,هروی,۹۵٬۴۵۴٬۰۰۰ ,۷
1100,۱۴۰۰,۳,۱۶۵,1,1,1,0,شهرک ژاندارمری,۶۷٬۳۴۰٬۰۰۰ ,۴
1101,۱۴۰۱,۱,۵۰,1,1,1,0,چیتگر,۱۵٬۹۰۰٬۰۰۰ ,۳۰
1102,۱۳۹۶,۲,۹۵,1,1,1,0,سهروردی,۷۰٬۰۰۰٬۰۰۰ ,۲
1103,۱۴۰۱,۳,۱۳۲,1,1,1,0,ابوذر (منطقه ۱۵),۵۹٬۴۶۹٬۰۰۰ ,۳
1104,۱۴۰۱,۲,۸۰,1,1,1,0,جنت‌آباد مرکزی,۷۶٬۲۵۰٬۰۰۰ ,۲
1105,۱۳۹۹,۲,۷۰,1,1,1,0,کوی فردوس,۷۶٬۴۲۸٬۰۰۰ ,۱
1106,۱۳۸۶,۲,۷۴,1,0,1,0,شمس‌آباد,۵۵٬۴۰۵٬۰۰۰ ,۲
1107,۱۴۰۱,۲,۸۸,1,1,1,0,ستارخان,۷۶٬۱۳۶٬۰۰۰ ,۴
1108,۱۳۸۵,۱,۶۸,0,1,1,0,ستارخان,۵۵٬۸۸۲٬۰۰۰ ,۲
1109,۱۳۸۴,۲,۷۵,1,1,1,0,سازمان برنامه,۶۹۳٬۳۳۳٬۰۰۰ ,۳
1110,۱۴۰۱,۲,۱۱۰,1,1,1,0,تهرانپارس شرقی,۶۳٬۶۳۶٬۰۰۰ ,۱
1111,۱۳۸۵,۳,۱۲۱,1,1,1,0,سعادت‌آباد,۱۰۳٬۳۰۵٬۰۰۰ ,۲
1112,۱۳۸۸,۲,۱۰۰,1,1,1,0,ازگل,۷۱٬۰۰۰٬۰۰۰ ,۳
1113,۱۳۸۶,۲,۸۵,1,1,1,0,پاسداران,۸۸٬۲۳۵٬۰۰۰ ,۵
1114,۱۳۸۲,۱,۶۰,0,1,1,0,نظام‌آباد، خیابان کیایی (خ. دماوند),۳۸٬۳۳۳٬۰۰۰ ,۲
1115,۱۴۰۰,۲,۱۱۹,1,1,1,0,استاد معین,۵۸٬۲۳۵٬۰۰۰ ,۴
1116,1369,۳,۱۶۳,0,0,1,0,نیلوفر,۴۵٬۶۸۰٬۰۰۰ ,زی
1117,۱۴۰۱,۳,۱۳۰,1,1,1,0,چیتگر,۱۵٬۶۱۵٬۰۰۰ ,۱۱
1118,۱۴۰۱,۲,۱۱۳,1,1,1,0,سهروردی,۷۰٬۰۰۰٬۰۰۰ ,۳
1119,۱۴۰۱,۲,۸۸,1,1,1,0,بهار,۶۰٬۲۲۷٬۰۰۰ ,۴
1120,۱۳۷۸,۲,۱۰۸,0,1,1,0,بهار,۴۵٬۸۳۳٬۰۰۰ ,۲
1121,۱۳۷۵,۲,۸۳,0,0,1,0,حشمتیه,۳۶٬۱۴۴٬۰۰۰ ,۳
1122,۱۴۰۰,۲,۹۴,1,1,0,0,سپهر,۱۲۰٬۲۱۲٬۰۰۰ ,۳
1123,۱۳۸۵,۲,۱۱۰,1,1,1,0,کوی مهران,۶۸٬۹۰۹٬۰۰۰ ,۳
1124,۱۳۹۷,۲,۹۵,1,1,1,0,مرزداران,۱۰۵٬۲۶۳٬۰۰۰ ,۵
1125,۱۳۹۹,۲,۱۳۵,1,1,1,0,ازگل,۱۳۳٬۳۳۳٬۰۰۰ ,۹
1126,۱۳۸۰,۳,۱۷۵,1,1,1,0,سعادت‌آباد,۱۵۴٬۲۸۵٬۰۰۰ ,۱۱
1127,۱۴۰۰,۳,۱۲۵,1,1,1,0,ستارخان، کوچه پنجم دریان نو (خ. حبیب الله),۶۴٬۰۰۰٬۰۰۰ ,۳
1128,۱۳۸۸,۳,۱۵۰,1,1,1,0,شهرک غرب، کوچه توحید چهارم (بلوار شریفی),۱۱۰٬۰۰۰٬۰۰۰ ,۳
1129,۱۳۸۴,۱,۵۳,1,0,1,0,خاوران,۲۶٬۰۳۷٬۰۰۰ ,۲
1130,۱۳۹۹,۳,۱۲۴,1,1,1,0,پونک,۷۸٬۲۲۵٬۰۰۰ ,۴
1131,۱۳۹۹,۳,۱۳۰,1,1,1,0,المهدی,۷۱٬۰۰۰٬۰۰۰ ,۴
1132,۱۳۹۶,۲,۹۰,1,0,1,0,سلسبیل,۳۵٬۵۵۵٬۰۰۰ ,۳
1133,۱۳۹۲,۱,۶۰,1,0,1,0,آذربایجان,۴۴٬۱۶۶٬۰۰۰ ,۴
1134,۱۳۹۲,۲,۱۲۶,1,1,1,0,هروی,۷۳٬۸۰۹٬۰۰۰ ,۲
1135,۱۳۹۹,۳,۱۳۲,1,1,1,0,مرزداران,۱۰۹٬۸۴۸٬۰۰۰ ,۴
1136,۱۴۰۰,۳,۱۲۰,1,1,1,0,تهران‌سر,۵۲٬۰۰۰٬۰۰۰ ,۳
1137,۱۳۸۵,۳,۱۳۶,1,1,1,0,دهکده المپیک,۴۷٬۰۵۸٬۰۰۰ ,۳
1138,۱۳۸۶,+۴,۹۰۰,0,1,1,1,شهرک غرب، خیابان ایران زمین (بلوار دادمان),۲۳۰٬۰۰۰٬۰۰۰٬۰۰۰ ,ام
1139,۱۴۰۱,۳,۱۴۸,1,1,1,0,سهروردی,۸۵٬۰۰۰٬۰۰۰ ,۴
1140,۱۴۰۱,۲,۱۰۲,1,1,0,0,استاد معین,۴۹٬۰۱۹٬۰۰۰ ,۳
1141,۱۳۹۷,۲,۷۵,1,0,1,0,سلسبیل,۳۸٬۶۶۶٬۰۰۰ ,۳
1142,۱۳۸۵,۲,۷۵,1,1,1,0,حسین‌آباد,۶۶٬۶۶۶٬۰۰۰ ,۲
1143,۱۳۸۸,۲,۷۲,0,0,1,0,زنجان,۴۰٬۶۹۴٬۰۰۰ ,۳
1144,۱۳۹۶,۲,۷۷,1,0,1,0,بریانک,۳۷٬۰۱۲٬۰۰۰ ,۳
1145,۱۴۰۱,۲,۹۰,1,1,1,0,کوی فردوس,۷۹٬۴۴۴٬۰۰۰ ,۵
1146,۱۳۸۴,۱,۵۸,0,0,1,0,جنت‌آباد شمالی,۵۳٬۴۴۸٬۰۰۰ ,0
1147,۱۴۰۱,۲,۱۱۰,1,1,1,0,هروی,۸۱٬۸۱۸٬۰۰۰ ,۳
1148,۱۳۸۰,۲,۶۰,0,1,1,0,سازمان برنامه,۶۹٬۰۰۰٬۰۰۰ ,۱
1149,۱۳۹۶,۱,۴۲,1,1,1,0,تسلیحات، کوچه واشقانی,۵۴٬۷۶۱٬۰۰۰ ,۱
1150,1369,۴,۱۶۰,1,1,1,0,فاطمی,۵۰٬۰۰۰٬۰۰۰ ,۶
1151,۱۳۹۵,۲,۱۰۵,1,1,1,0,جنت‌آباد مرکزی,۸۰٬۹۵۲٬۰۰۰ ,۷
1152,۱۳۸۲,۲,۷۱,1,1,1,0,جنت‌آباد جنوبی,۵۷٬۰۴۲٬۰۰۰ ,۲
1153,۱۳۹۰,۳,۱۱۳,1,1,1,0,پونک,۶۸٬۱۴۱٬۰۰۰ ,۱
1154,۱۳۹۹,۲,۱۱۴,1,1,1,0,باغ فیض,۶۵٬۳۵۰٬۰۰۰ ,۱
1155,۱۳۹۶,۱,۵۹,1,1,1,0,اندیشه (شهر زیبا),۱۸٬۶۴۴٬۰۰۰ ,۷
1156,۱۳۸۶,۲,۹۲,1,1,1,0,کوی فردوس,۶۲٬۹۳۴٬۰۰۰ ,۱
1157,۱۳۸۸,۱,۵۰,1,1,1,0,پونک,۸۶٬۰۰۰٬۰۰۰ ,۵
1158,۱۴۰۰,۲,۷۵,1,1,1,0,کوی فردوس,۶۴٬۰۰۰٬۰۰۰ ,۳
1159,۱۴۰۱,۳,۱۴۰,1,1,1,0,ستارخان,۸۷٬۱۴۲٬۰۰۰ ,۲
1160,۱۴۰۱,۲,۱۱۳,1,1,1,0,چیتگر,۶۲٬۴۷۷٬۰۰۰ ,۲۰
1161,۱۳۷۱,+۴,۲۶۰,0,0,1,1,سلیمانی,۵٬۱۳۹٬۰۰۰٬۰۰۰ ,شخ
1162,۱۳۹۵,۲,۷۹,1,1,1,0,کوی فردوس,۷۰٬۸۸۶٬۰۰۰ ,۱
1163,۱۳۹۷,۳,۲۴۰,1,1,1,0,نیاوران,۱۵۸٬۳۳۳٬۰۰۰ ,۴
1164,۱۳۹۵,۲,۹۰,1,1,1,0,باغ فیض,۶۶٬۱۱۱٬۰۰۰ ,۳
1165,۱۳۹۳,۲,۱۱۲,1,1,1,0,باغ فیض,۶۴٬۷۳۲٬۰۰۰ ,۲
1166,۱۳۹۸,۱,۶۵,1,1,1,0,شهران جنوبی,۷۰٬۷۶۹٬۰۰۰ ,۲
1167,۱۴۰۱,۲,۱۱۰,1,1,1,0,الهیه,۲۵۰٬۰۰۰٬۰۰۰ ,۶
1168,۱۳۸۱,۱,۴۹,0,0,1,0,سلیمانی، خیابان سبحانی (خ. قزوین),۳۳٬۶۷۳٬۰۰۰ ,0
1169,۱۳۹۲,۳,۱۶۰,1,1,1,0,شهرک راه‌آهن,۵۸٬۴۳۷٬۰۰۰ ,۳
1170,۱۴۰۱,۲,۸۲,1,1,1,0,مبارک‌آباد بهشتی,۱۸٬۰۰۰٬۰۰۰ ,۱
1171,۱۳۸۶,۲,۸۲,1,1,1,0,شهران شمالی,۵۵٬۴۸۷٬۰۰۰ ,۴
1172,۱۴۰۰,۳,۱۸۰,1,1,1,0,قیطریه,۱۲۷٬۷۷۷٬۰۰۰ ,۴
1173,۱۳۹۴,۲,۱۰۰,1,1,1,0,نیاوران,۱۲۵٬۰۰۰٬۰۰۰ ,۵
1174,۱۳۸۴,۱,۵۳,0,0,0,0,منیریه,۳۸٬۶۷۹٬۰۰۰ ,۱
1175,۱۳۸۳,۱,۶۳,0,1,1,0,نارمک,۶۵٬۰۷۹٬۰۰۰ ,۲
1176,۱۳۸۴,۲,۶۴,0,1,1,0,کوی فردوس,۶۷٬۱۸۷٬۰۰۰ ,۱
1177,۱۳۸۱,۲,۷۱,1,1,1,0,اباذر، کوچه مهران (بلوار آیت الله کاشانی),۶۴٬۰۸۴٬۰۰۰ ,۱
1178,۱۴۰۰,۲,۱۰۰,1,1,1,0,مبارک‌آباد بهشتی,۱۶٬۹۰۰٬۰۰۰ ,۳
1179,۱۳۸۸,۲,۷۵,1,1,1,0,کوی فردوس,۶۵٬۳۳۳٬۰۰۰ ,۲
1180,۱۳۸۳,۲,۷۱,1,1,1,0,کوی فردوس,۷۳٬۲۳۹٬۰۰۰ ,۳
1181,۱۳۸۶,۲,۶۸,0,1,1,0,شهر زیبا,۵۲٬۹۴۱٬۰۰۰ ,۲
1182,۱۴۰۱,۳,۲۵۰,1,1,1,0,الهیه,۲۴۸٬۰۰۰٬۰۰۰ ,۷
1183,۱۳۹۶,۲,۱۱۹,1,1,1,0,گرگان,۳۸٬۶۵۵٬۰۰۰ ,۵
1184,۱۴۰۱,۳,۲۱۵,1,1,1,0,تهرانپارس غربی,۹۰٬۰۰۰٬۰۰۰ ,۲
1185,۱۴۰۰,۲,۱۰۵,1,1,1,0,مبارک‌آباد بهشتی,۱۷٬۰۰۰٬۰۰۰ ,۲
1186,۱۳۸۸,۱,۶۳,1,1,1,0,منیریه، خیابان مقربی (خ. ولیعصر),۳۹٬۶۸۲٬۰۰۰ ,۲
1187,۱۳۹۱,۳,۱۵۸,1,1,1,0,الهیه,۱۵۸٬۲۲۷٬۰۰۰ ,۱
1188,۱۳۹۴,۳,۱۳۵,1,1,1,0,سهروردی,۶۱٬۹۲۵٬۰۰۰ ,۴
1189,۱۴۰۰,۲,۱۰۰,1,1,1,0,جردن,۱۲۵٬۰۰۰٬۰۰۰ ,۴
1190,۱۳۹۴,۲,۱۰۰,1,1,1,0,سهروردی,۶۷٬۰۰۰٬۰۰۰ ,۳
1191,۱۳۸۶,۱,۸۰,1,1,1,0,بهار,۵۳٬۷۵۰٬۰۰۰ ,۲
1192,۱۳۸۵,۳,۲۱۵,1,1,1,0,ونک، میدان شیخ بهایی (خیابان شیخ بهائی),۷۶٬۷۴۴٬۰۰۰ ,۲
1193,۱۳۸۴,۴,۱۲۵,0,1,1,1,پاسداران,۱۷٬۰۰۰٬۰۰۰٬۰۰۰ ,۱۳
1194,۱۳۹۷,۱,۶۵,1,1,1,0,جوادیه,۲۹٬۶۹۲٬۰۰۰ ,۴
1195,۱۴۰۰,۲,۱۲۰,1,1,1,0,ازگل,۱۲۱٬۶۶۶٬۰۰۰ ,۳
1196,۱۴۰۱,۲,۱۰۵,1,1,1,0,مرزداران,۱۱۴٬۲۸۵٬۰۰۰ ,۳
1197,۱۳۸۶,۲,۸۸,1,1,1,0,طرشت,۵۳٬۹۷۷٬۰۰۰ ,۱
1198,۱۳۸۵,۱,۵۰,0,0,0,0,سعادت‌آباد,۶۵٬۰۰۰٬۰۰۰ ,۳
1199,۱۳۹۴,۲,۱۲۰,1,1,1,0,گیشا (کوی نصر),۹۳٬۳۳۳٬۰۰۰ ,۳
1200,۱۴۰۱,۲,۱۱۰,1,1,1,0,چیتگر,۳۲٬۰۰۰٬۰۰۰ ,۲۱
1201,۱۳۸۳,۲,۵۴,0,1,1,0,شهر زیبا,۵۱٬۸۵۱٬۰۰۰ ,۲
1202,۱۴۰۱,۲,۸۸,1,1,1,0,مرزداران,۸۵٬۰۰۰٬۰۰۰ ,۵
1203,1369,۲,۱۱۰,0,1,1,0,سازمان برنامه,۱۲۲٬۷۲۷٬۰۰۰ ,۲
1204,۱۴۰۰,۲,۷۹,1,1,1,0,پونک,۸۸٬۶۰۷٬۰۰۰ ,۸
1205,۱۴۰۱,۲,۱۱۵,1,1,1,0,باغ فیض,۷۱٬۲۱۷٬۰۰۰ ,۱
1206,۱۳۹۷,۲,۹۵,1,1,0,0,ونک,۸۹٬۴۷۳٬۰۰۰ ,۳
1207,۱۳۹۷,۲,۷۵,1,1,1,0,جنت‌آباد مرکزی,۷۶٬۶۶۶٬۰۰۰ ,۱
1208,۱۳۹۷,۲,۹۵,1,1,1,0,سعادت‌آباد، خیابان صراف‌های شمالی (بلوار سرو غربی),۱۱۱٬۵۷۸٬۰۰۰ ,۵
1209,۱۳۹۴,۳,۱۶۵,1,1,1,0,مرزداران,۷۵٬۷۵۷٬۰۰۰ ,۴
1210,۱۳۹۸,۱,۵۱,0,0,1,0,جیحون,۴۱٬۵۶۸٬۰۰۰ ,0
1211,۱۳۹۰,۱,۶۵,1,1,1,0,جنت‌آباد مرکزی,۵۵٬۳۸۴٬۰۰۰ ,۱
1212,۱۳۸۲,۲,۱۰۰,0,1,1,0,کوی فردوس، خیابان رامین شمالی (بلوار فردوس),۶۵٬۰۰۰٬۰۰۰ ,۱
1213,۱۳۹۸,۱,۴۶,1,1,1,0,اندیشه (شهر زیبا),۱۶٬۹۵۶٬۰۰۰ ,۳
1214,۱۳۸۹,۳,۱۴۰,1,1,1,0,شمس‌آباد,۶۹٬۲۸۵٬۰۰۰ ,۵
1215,۱۳۹۴,۳,۱۳۰,1,1,1,0,کاظم‌آباد,۶۳٬۰۷۶٬۰۰۰ ,۴
1216,۱۳۸۰,۱,۷۵,0,1,1,0,کرمان,۴۵٬۰۰۰٬۰۰۰ ,۲
1217,۱۳۹۳,۲,۸۰,1,1,1,0,کوی فردوس,۶۰٬۶۲۵٬۰۰۰ ,۱
1218,۱۳۸۳,۲,۹۷,0,1,1,0,اباذر,۴۸٬۴۵۳٬۰۰۰ ,۴
1219,۱۳۹۱,۳,۱۵۰,1,1,1,0,پونک,۶۵٬۱۲۰٬۰۰۰ ,۲
1220,۱۳۹۱,۲,۸۰,1,1,1,0,شهرک نفت (منطقه ۵),۷۰٬۶۲۵٬۰۰۰ ,۵
1221,۱۴۰۱,۱,۶۲,1,1,1,0,عبدل‌آباد، کوچه لقمان جنوبی (خ. بخشنده),۳۵٬۸۰۶٬۰۰۰ ,۱
1222,۱۳۹۹,۲,۱۱۰,1,1,1,0,جنت‌آباد مرکزی,۷۷٬۲۷۲٬۰۰۰ ,۵
1223,۱۴۰۱,۲,۵۰,1,1,1,0,چیتگر,۱۶٬۴۰۰٬۰۰۰ ,۴
1224,۱۳۹۴,۳,۱۲۰,1,1,1,0,شهرک غرب,۱۱۲٬۵۰۰٬۰۰۰ ,۳
1225,۱۳۹۰,۳,۱۲۵,1,1,1,0,مرزداران,۸۰٬۰۰۰٬۰۰۰ ,۲
1226,۱۴۰۰,۴,۳۷۵,1,1,1,0,ولنجک,۲۶۶٬۶۶۶٬۰۰۰ ,۸
1227,۱۳۹۹,۴,۴۵۵,1,1,1,0,الهیه,۳۰۷٬۶۹۲٬۰۰۰ ,۱۰
1228,۱۳۹۶,۲,۶۸,0,1,1,0,اندیشه (شهر زیبا),۱۹٬۱۱۷٬۰۰۰ ,۲
1229,۱۳۸۲,۳,۱۱۵,1,1,1,0,شمس‌آباد,۵۹٬۱۳۰٬۰۰۰ ,۵
1230,۱۳۹۶,۱,۵۶,1,1,1,0,اندیشه (شهر زیبا),۲۵٬۰۰۰٬۰۰۰ ,۱
1231,۱۴۰۱,۲,۸۰,1,1,1,0,جنت‌آباد مرکزی,۸۱٬۸۷۵٬۰۰۰ ,۶
1232,۱۳۹۶,۳,۱۲۸,1,1,1,0,سعادت‌آباد,۱۰۵٬۰۰۰٬۰۰۰ ,۱
1233,۱۳۸۷,۲,۹۲,0,1,1,0,سازمان برنامه، بلوار شقایق جنوبی,۶۸٬۲۹۳٬۰۰۰ ,۱
1234,۱۳۹۰,۳,۱۲۰,1,1,1,0,صادقیه,۷۵٬۰۰۰٬۰۰۰ ,۲
1235,۱۴۰۰,۲,۱۰۰,1,1,1,0,شهرک نفت (منطقه ۵)، بلوار سیمون بولیوار (بزرگراه اشرفی اصفهانی),۸۶٬۰۰۰٬۰۰۰ ,۳
1236,۱۳۹۳,۳,۲۴۰,1,1,1,0,اباذر,۸۱٬۲۵۰٬۰۰۰ ,۳
1237,۱۴۰۱,۲,۱۱۰,1,1,1,0,قیطریه,۸۹٬۰۹۰٬۰۰۰ ,۳
1238,۱۳۹۳,۲,۸۶,1,1,1,0,پاسداران,۸۱٬۳۹۵٬۰۰۰ ,۱
1239,1369,۳,۱۴۰,0,0,0,0,شهرآرا,۵۳٬۵۷۱٬۰۰۰ ,۳
1240,۱۳۸۰,۲,۷۲,0,1,1,0,باغ فیض,۶۸٬۶۱۱٬۰۰۰ ,۱
1241,۱۳۸۶,۱,۶۰,1,1,1,0,کوی فردوس، خیابان منوچهری,۶۱٬۶۶۶٬۰۰۰ ,۲
1242,۱۳۸۷,۲,۷۱,1,1,1,0,سازمان برنامه,۵۹٬۱۵۴٬۰۰۰ ,0
